Console,GameName,Review,Score
PS4,Marvel's Spider-Man PS4 Review: Amazing Fantasy,Superb,9
XONE,Strange Brigade Review - Co-op With Style,Good,7
NS,Planet Alpha Review: A Beautiful Planet,Good,7
PC,Donut County Review: Pit Falls,Fair,6
NS,Little Dragons Cafe Review - Dragging On,Fair,6
"PC, NS",Into The Breach Review: A Mechanized Masterpiece,Superb,9
TG16,Vigilante Review,Terrible,2
"PC, NS",The Messenger Review: Shuriken Sharp,Great,8
PC,The Golf Club 2019 Review,Great,8
NS,Hollow Knight Review - An Exceptional Adventure,Superb,9
NS,Monster Hunter Generations Ultimate Review - A Formidable Beast,Good,7
PS4,F1 2018 Review - Victory Lap,Superb,9
PC,Death's Gambit Review - A Maddening Mission,Fair,6
PC,The King's Bird Review: A Rocky Flight,Mediocre,5
PS4,Guacamelee 2 Review - Ready For A Challenge,Superb,9
PS4,H1Z1 Battle Royale PS4 Review: All Kills No Frills,Good,7
PS4,The Walking Dead - The Final Season Episode 1: Done Running Review,Great,8
PC,Phantom Doctrine Review: Tactical Espionage Action,Superb,9
PC,Flipping Death Review: Scythe Life,Good,7
XONE,Madden NFL 19 Review,Great,8
PC,We Happy Few Review,Poor,4
PC,Unavowed Review: Dressed To Possess,Superb,9
"PS4, PC",Monster Hunter World Review - Deadliest Catch,Great,8
NS,Overcooked 2 Review - A Great Second Course,Great,8
"PS4, XONE, NS, PC",Dead Cells Review: Rise From Your Grave,Superb,9
PS4,No Man's Sky Review,Good,7
"PC, PS4, XONE",No Man's Sky Next Review: You Are Not Alone,Great,8
3DS,WarioWare Gold Review - Worth Its Weight,Great,8
PC,The Banner Saga 3 Review,Great,8
"NS, PS4",Mega Man X Legacy Collection 1 + 2 Review: Mega Museum,Great,8
XONE,Earthfall Review: An Inferior Invasion,Poor,4
NS,Semblance Review,Good,7
"PS4, XONE, PC",Mothergunship Review: Bullet-Hell Extravaganza,Great,8
NS,20XX Review - Robot Generation,Good,7
PS4,Fighting EX Layer Review: One-On-One Fun,Great,8
NS,Captain Toad: Treasure Tracker Nintendo Switch Review: Time For Adventure,Great,8
"PS4, XONE, PC, NS",Sonic Mania Plus Review - Encore! Encore!,Superb,9
"PS3, VITA, PS4",Rainbow Skies Review: Rainbow in the Dark,Mediocre,5
PS4,The Crew 2 Review - On The Road Again,Great,8
NS,Wolfenstein 2: The New Colossus Nintendo Switch Review,Great,8
PC,Wreckfest Review: Crashing The Party,Superb,9
"NS, PS4, XONE, PC",Lumines Remastered: Groove Is In The Heart,Great,8
"PS4, NS, XONE, PC",Crash Bandicoot N Sane Trilogy Review: Marsupial Makeover,Fair,6
NS,Mario Tennis Aces Review: Aim High,Good,7
"PC, PS4, XONE",Nier: Automata Review,Superb,9
"XONE, PS4, PC",The Awesome Adventures Of Captain Spirit - Mind Over Matter,Great,8
"PS4, PC, XONE",Jurassic World Evolution Review: Life Finds A Way,Good,7
"PS4, XONE, PC",Unravel 2 Review: Partners In Twine,Great,8
"PC, PS4",Moonlighter Review: Open For Business,Good,7
NS,Sushi Striker: The Way Of Sushido Review - Cartoon Cuisine Combat,Good,7
"PC, NS","West Of Loathing Review: Wild, Wild West",Great,8
"NS, PS4",BlazBlue: Cross Tag Battle Review - The Tag Team Dream,Superb,9
PS4,Onrush Review: Push It To The Limit,Superb,9
PC,Golem Review: Hidden In Plain Sight,Mediocre,5
"PS4, PC",Vampyr Review: The City That Never Sleeps,Good,7
PC,Yoku’s Island Express Review: A Breath of Fresh Air,Superb,9
3DS,Dillon's Dead-Heat Breakers Review: Running On Fumes,Fair,6
PC,The Forest Review: Are You Afraid Of The Dark?,Great,8
PC,Agony Review: A Captivating Disappointment,Bad,3
"XONE, NS, PC, PS4",Street Fighter 30th Anniversary Collection Review - Keep The Past Alive,Great,8
PC,"Quarantine Circular Review: Who Are We, Really?",Good,7
"XONE, PC",Conan Exiles Review: Dull And Dense,Bad,3
NS,Wizard Of Legend Review: Fast-Paced Action,Good,7
PS4,Detroit: Become Human Review - To Err Is Human,Good,7
"NS, PC",Runner 3 Review: A Bit Of A Trip,Good,7
"XONE, PC",State Of Decay 2 Review: The Limping Dead,Mediocre,5
NS,Hyrule Warriors: Definitive Edition Review - The Great Zelda Spin-Off Is Back,Great,8
"PC, NS",Framed Collection Review - Worth A Thousand Words,Good,7
"PC, XONE, PS4, NS",Battle Chasers Nightwar Review: Switch It Up,Great,8
"PC, PS4",Battle Chasers: Nightwar Review,Fair,6
PC,FAR: Lone Sails Review: Come Sail Away,Great,8
PS4,Destiny 2: Warmind Review - Back To Work,Fair,6
PC,Pillars Of Eternity 2: Deadfire Review - A Pirate's Life For Me,Great,8
PC,Battletech Review: A Tactical PC Game That Will Mech Your Day,Great,8
PC,"Total War Saga: Thrones Of Britannia Review - Rule, Britannia",Great,8
"XONE, PS4, PC",City of Brass Review - Hidden Treasure,Good,7
NS,Nintendo Labo Review: Variety Kit And Robot Kit,Good,7
NS,Donkey Kong Country: Tropical Freeze Review - A Blast From The Past,Superb,9
WIIU,Donkey Kong Country: Tropical Freeze Review,Fair,6
NS,Jotun: Valhalla Edition Switch Review - A Slight Downgrade,Good,7
PC,"Frostpunk Review: Damned If You Do, Damned If You Don't",Superb,9
XONE,The Invisible Hours Review: From Every Angle,Good,7
"PS4, PC",The Swords Of Ditto Review: One Good Turn Deserves Another,Good,7
3DS,The Alliance Alive Review: A Change Of Pace,Great,8
"PC, XONE, PS4",Life Is Strange: Before The Storm Review - Keep the Good Times Rolling,Great,8
PS4,Yakuza 6: The Song Of Life Review: Tokyo Drifter,Great,8
PS4,"God Of War Review: Out With The Old, In With The New",Superb,9
NS,Penny-Punching Princess Review: In For A Pound,Fair,6
"PC, XONE, PS4",Extinction Review - A Giant Mess,Poor,4
PC,Fortnite: Battle Royale Review - Laying The Foundation,Great,8
"PS4, XONE",Far Cry 5 Review: Rocky Mountain High,Superb,9
"PC, PS4",Minit Review - Gone In 60 Seconds,Great,8
PC,Kerbal Space Program: Making History Review - Shoot For The Mun,Good,7
PC,Orwell: Ignorance Is Strength Review - Staunch Surveillance,Fair,6
PS4,MLB The Show 18 Review: A Home Run,Superb,9
XONE,Sea Of Thieves Review: Set Sail With Trepidation,Fair,6
NS,Bridge Constructor Portal Review,Poor,4
PS4,Batman: The Enemy Within Episode 5 Review - No More Joking Around,Superb,9
PC,H1Z1 Review: Still On The Ground Floor,Fair,6
PC,Ni No Kuni 2: Revenant Kingdom Review - A Regal Joyride,Great,8
PS4,A Way Out Review: You Can't Have One Without The Other,Fair,6
3DS,"Detective Pikachu Review: Elementary, My Dear Watt-son",Good,7
PS4,Attack on Titan 2 Review: Colossal Action,Great,8
PC,Surviving Mars Review: Building The Final Frontier,Great,8
PS4,Bravo Team Review: Back To Basics,Poor,4
NS,Kirby Star Allies Review: Take It Easy,Great,8
PS4,The 25th Ward: The Silver Case Review: Obstruction Of Justice,Fair,6
PC,Pit People Review,Good,7
PS4,Q.U.B.E. 2 Review: Think Inside The Box,Good,7
PS4,Gravel Review: Slow And Steady Doesn't Win The Race,Mediocre,5
"PS4, NS",Mulaka Review: Of Myth And Monsters,Good,7
3DS,Mario & Luigi: Superstar Saga + Bowser's Minions Review,Great,8
"PS4, XONE, PC, NS",Pac-Man: Championship Edition 2 Review,Great,8
PS4,Metal Gear Survive Review: Too Harsh To Enjoy,Mediocre,5
PC,Where The Water Tastes Like Wine Review: Hard Travelin',Fair,6
PS4,Moss Review: Tiny Triumph,Great,8
NS,Payday 2 Switch Review: Mo' Money Mo' Problems,Mediocre,5
"PC, PS3, X360",Payday 2 Review,Good,7
PC,Age Of Empires: Definitive Edition Review: Antique Revival,Fair,6
"PC, XONE, PS4",Kingdom Come: Deliverance Review: The Past Comes At You Fast,Great,8
NS,Fe Review: Strike A Chord,Good,7
PS4,"Secret Of Mana Review: Where Secrets Go, Trouble Follows",Fair,6
PC,Rust Review: Life Is Fleeting,Bad,3
PC,Attack Of The Earthlings Review: The Tables Have Turned,Good,7
NS,Aegis Defenders Review,Poor,4
"WIIU, NS",Bayonetta 2 Review,Essential,1
PS4,Dynasty Warriors 9 Review: A New World,Good,7
"PC, NS",Owlboy Review: A Heartfelt Tale,Superb,9
NS,The Longest Five Minutes Review: The Power Of Memories,Fair,6
PC,Crossing Souls Review: Stuck In The Past,Fair,6
3DS,Radiant Historia Perfect Chronology Review: Time After Time After Time,Great,8
PC,Civilization 6: Rise And Fall Review: A New Era,Great,8
NS,Dragon Quest Builders Review: Working The Land,Great,8
"NS, PC",Dandara Review: Off The Wall,Good,7
PS4,Dissidia Final Fantasy NT Review: A Messy Mashup,Mediocre,5
PS4,"UFC 3 Review: A Tense, Exciting, And Dynamic Recreation Of MMA",Great,8
"PS4, PC, NS",Night In The Woods Review,Superb,9
PC,OK K.O.! Let's Play Heroes Review: Pulling Punches,Fair,6
PS4,Shadow Of The Colossus Review: A Timeless Classic,Superb,9
PC,Subnautica Review: A Water Wonderland,Superb,9
PS4,Lost Sphear Review: Short Of The Mark,Fair,6
NS,Celeste Review: More Than Just A Great Platformer,Superb,9
PS4,MLB The Show 17 Review,Great,8
"PS4, VITA",Iconoclasts Review,Superb,9
PS4,The Inpatient Review,Great,8
PS4,AO Tennis Review,Bad,3
PC,The Red Strings Club Review,Superb,9
"PS4, XONE, PC",Batman: The Enemy Within - Episode 4: What Ails You Review,Superb,9
"PC, PS4",Street Fighter 5: Arcade Edition Review,Superb,9
PC,Spellforce 3 Review,Good,7
"NS, PC",Tiny Metal Review,Good,7
NS,Brawlout Review,Mediocre,5
PC,L.A. Noire: The VR Case Files Review,Great,8
PC,PlayerUnknown's Battlegrounds Review,Great,8
PC,Hello Neighbor Review,Bad,3
"PC, NS",Gorogoa Review,Great,8
NS,The Legend of Zelda: Breath Of The Wild - The Champions' Ballad Review,Great,8
PC,Rumu Review,Good,7
PS4,Destiny 2: Curse Of Osiris Review,Mediocre,5
PS4,Steep: Road To The Olympics Review,Good,7
PS4,Doom VFR Review,Good,7
NS,Xenoblade Chronicles 2 Review,Good,7
"PC, PS4, NS",Rive Review,Great,8
PC,Batman: The Enemy Within - Episode 3: Fractured Mask Review,Great,8
NS,LA Noire Switch Review,Good,7
"PS4, XONE, PC",Star Wars Battlefront II Review,Fair,6
"3DS, 3DS",Pokemon Ultra Sun And Ultra Moon Review,Great,8
PC,Football Manager 2018 Review,Superb,9
NS,The Elder Scrolls V: Skyrim Switch Review,Great,8
PS4,Ashes Cricket Review,Good,7
PS4,Lego Marvel Super Heroes 2 Review,Good,7
NS,Doom Switch Review,Good,7
PS4,GT Sport Review,Great,8
PC,Hand Of Fate 2 Review,Great,8
NS,Rocket League Switch Review,Superb,9
"PS4, XONE, NS, PC",Sonic Forces Review,Mediocre,5
3DS,Etrian Odyssey 5: Beyond The Myth Review,Great,8
NS,Spelunker Party Review,Fair,6
PS4,Steven Universe: Save the Light Review,Fair,6
"PS4, XONE",Need For Speed Payback Review,Mediocre,5
PS4,Oure Review,Mediocre,5
PS4,Horizon: Zero Dawn - The Frozen Wilds Review,Great,8
"XONE, PS4",Call Of Duty: WWII Review,Superb,9
"XONE, PC, XONE",Super Lucky's Tale Review,Fair,6
"PS4, PC, XONE",Wolfenstein 2: The New Colossus Review,Superb,9
PS4,Life Is Strange: Before The Storm - Episode 2 - Brave New World Review,Good,7
PS4,Megaton Rainfall Review,Good,7
PS4,The Mummy Demastered Review,Good,7
NS,Super Mario Odyssey Review,Essential,1
"PS4, XONE, PC, XONE, PC, PS4",Assassin's Creed Origins Review,Good,7
PC,Arktika.1 Review,Good,7
"PS4, XONE, PC",Destiny 2 Review,Great,8
NS,Golf Story Review,Great,8
PS4,Elex Review,Poor,4
"PS4, XONE, PC",WWE 2K18 Review,Mediocre,5
NS,Fire Emblem Warriors Review,Fair,6
"XONE, PC, PS4",South Park: The Fractured But Whole Review,Great,8
"PC, XONE, PS4",The Evil Within 2 Review,Great,8
PC,The Flame in the Flood Review,Great,8
"PC, PS4, NS",Stardew Valley Review,Superb,9
PC,A Hat In Time Review,Good,7
PS4,Gundam Versus Review,Good,7
"PS4, NS",Axiom Verge Review,Great,8
NS,FIFA 18 Nintendo Switch Review,Mediocre,5
PC,Batman - The Enemy Within: The Enigma - Episode 1 Review,Great,8
PC,Batman: The Enemy Within - Episode 2: The Pact Review,Great,8
"XONE, PC, XONE",Forza Motorsport 7 Review,Great,8
"PS4, XONE",NBA Live 18 Review,Good,7
SNES,Star Fox 2 Review,Mediocre,5
"PS4, VITA",Danganronpa V3: Killing Harmony Review,Good,7
PS4,WRC 7 Review,Good,7
PC,Figment Review,Good,7
"PS4, NS, XONE",NBA 2K18 Review,Great,8
PC,Total War: Warhammer 2 Review,Superb,9
PC,Ruiner Review,Great,8
"NS, PC",SteamWorld Dig 2 Review,Superb,9
"XONE, PC, PS4",FIFA 18 Review,Good,7
PS4,Project Cars 2 Review,Good,7
"XONE, PS4",Marvel Vs. Capcom: Infinite Review,Great,8
"PC, PS4",Tooth And Tail Review,Great,8
PS4,NHL 18 Review,Good,7
PC,Echo Review,Great,8
"PC, PS4, PS3, X360, XONE",PES 2018 Review,Great,8
"PS4, XONE, PC, XONE, PC, PS4",Dishonored: Death Of The Outsider Review,Great,8
PS4,Don't Knock Twice Review,Mediocre,5
PS4,Ys VIII: Lacrimosa Of Dana Review,Great,8
PC,ARK: Survival Evolved Review,Fair,6
3DS,Metroid: Samus Returns Review,Superb,9
PS4,Knack 2 Review,Good,7
PS4,Everybody's Golf Review,Great,8
PC,XCOM 2: War Of The Chosen Review,Superb,9
PC,Life Is Strange: Before The Storm - Episode 1 - Awake Review,Great,8
PS4,Warriors All-Stars Review,Good,7
PS4,Last Day Of June Review,Fair,6
PC,Absolver Review,Great,8
NS,Mario + Rabbids: Kingdom Battle Review,Superb,9
"PS4, PC",F1 2017 Review,Superb,9
PC,Distrust Review,Good,7
"XONE, PS4",Madden NFL 18 Review,Superb,9
PC,Guardians Of The Galaxy - Episode 3: More Than A Feeling Review,Fair,6
PS4,Yonder: The Cloud Catcher Chronicles Review,Fair,6
XONE,The Pillars Of The Earth Review,Good,7
"PC, PS4, NS, XONE",Thumper Review,Superb,9
"PS4, PS4",Uncharted: The Lost Legacy Review,Superb,9
PC,Observer Review,Superb,9
PC,The Long Dark Review,Fair,6
PS4,Agents Of Mayhem Review,Poor,4
PS4,Matterfall Review,Fair,6
PC,Lawbreakers PC Review,Great,8
PS4,Lawbreakers PS4 Review,Good,7
PC,Gigantic Review,Great,8
"PC, PS4",Mega Man Legacy Collection 2 Review,Fair,6
PS4,Rez Infinite Review,Superb,9
PC,Redeemer Review,Fair,6
"PC, XONE",Tacoma Review,Good,7
3DS,Miitopia Review,Mediocre,5
PC,For Honor Review,Great,8
PC,Sundered Review,Great,8
3DS,Hey Pikmin Review,Fair,6
"PS4, PC",Pyre Review,Superb,9
NS,Splatoon 2 Review,Great,8
PC,Diablo 3: Rise Of The Necromancer Review,Good,7
PC,Final Fantasy 14: Stormblood Review,Great,8
PS4,Final Fantasy 12: The Zodiac Age Review,Superb,9
PC,Rakuen Review,Good,7
PC,The Mage's Tale Review,Poor,4
PS4,Get Even Review,Good,7
3DS,Ever Oasis Review,Good,7
PS4,Valkyria Revolution Review,Fair,6
PC,Cities: Skylines - Mass Transit Review,Great,8
PS4,Star Trek: Bridge Crew Review,Fair,6
PS4,Nex Machina Review,Superb,9
PC,Impact Winter Review,Fair,6
PC,Reservoir Dogs: Bloody Days Review,Poor,4
PC,The Fidelio Incident Review,Fair,6
PC,Guardians Of The Galaxy - Episode 2: Under Pressure Review,Good,7
PC,The Walking Dead: A New Frontier - Episode Five: Under the Gallows Review,Fair,6
XONE,The Town Of Light Review,Poor,4
PC,Steel Division: Normandy '44 Review,Great,8
NS,Arms Review,Good,7
PS4,Wipeout Omega Collection Review,Superb,9
PS4,Dirt 4 Review,Superb,9
"XONE, PC, PS4",Tekken 7 Review,Great,8
"PC, PS4, XONE",Friday The 13th: The Game Review,Poor,4
"PC, XONE",Tokyo 42 Review,Good,7
XBOX,The Elder Scrolls III: Morrowind Review,Great,8
PC,Perception Review,Mediocre,5
"PC, PS4",Danger Zone Review,Fair,6
PS4,Rime Review,Fair,6
PC,Endless Space 2 Review,Great,8
PS4,Call Of Duty: Black Ops 3 Zombies Chronicles Review,Great,8
PS4,Birthdays The Beginning Review,Mediocre,5
PC,Mages of Mystralia Review,Fair,6
PS4,Farpoint Review,Good,7
PC,The Surge Review,Good,7
PS4,Prey Review,Fair,6
3DS,Fire Emblem Echoes: Shadows of Valentia Review,Superb,9
"XONE, PS4",Injustice 2 Review,Superb,9
XONE,NBA Playgrounds Review,Fair,6
PC,Strafe Review,Great,8
PC,Expeditions: Viking Review,Fair,6
"PC, PS4",Super Rude Bear Resurrection Review,Superb,9
PC,Pinstripe Review,Mediocre,5
NS,Tumbleseed Review,Fair,6
PC,Little Nightmares Review,Great,8
PC,Syberia 3 Review,Poor,4
PC,The Walking Dead: A New Frontier - Episode Four: Thicker Than Water Review,Good,7
PS4,The Sexy Brutale Review,Great,8
PS4,Cosmic Star Heroine Review,Fair,6
PS4,What Remains of Edith Finch Review,Superb,9
"PS4, PC",Dragon Quest Heroes II Review,Great,8
PS4,Sniper Ghost Warrior 3 Review,Mediocre,5
NS,Puyo Puyo Tetris Review,Great,8
PC,Outlast 2 Review,Good,7
PS4,The Disney Afternoon Collection Review,Good,7
NS,Mario Kart 8 Deluxe Review,Superb,9
PC,"Warhammer 40,000: Dawn Of War III Review",Great,8
PS4,Wonder Boy: The Dragon's Trap Review,Great,8
PS4,Guardians Of The Galaxy - Episode 1: Tangled Up In Blue Review,Good,7
"PC, NS",Mr. Shifty Review,Great,8
PS4,Toukiden 2 Review,Good,7
PS4,Drawn To Death Review,Poor,4
PC,Hacknet - Labyrinths Review,Great,8
PS4,Momodora: Reverie Under The Moonlight Review,Fair,6
PS4,Bulletstorm: Full Clip Edition Review,Great,8
NS,Has-Been Heroes Review,Mediocre,5
PS4,Parappa The Rapper Remastered Review,Fair,6
XONE,Yooka-Laylee Review,Fair,6
"PC, PS4",Rain World Review,Mediocre,5
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 3: Above The Law Review,Fair,6
"PC, NS, PS4, XONE",Snake Pass Review,Good,7
PC,Thimbleweed Park Review,Good,7
PS4,Flatout 4: Total Insanity Review,Mediocre,5
PC,Dark Souls 3: The Ringed City Review,Great,8
PC,Stories Untold Review,Good,7
"PS3, PS4",Persona 5 Review,Superb,9
PS4,Everything Review,Fair,6
PS4,Mass Effect: Andromeda Review,Fair,6
PS4,Malicious Fallen Review,Mediocre,5
NS,Shovel Knight: Specter Of Torment Review,Great,8
PC,Styx: Shards Of Darkness Review,Fair,6
NS,Fast RMX Review,Good,7
"PS4, XONE, PC",Ghost Recon: Wildlands Review,Good,7
NS,Snipperclips Review,Good,7
"PS4, XONE, PC",Torment: Tides of Numenera Review,Superb,9
PC,Loot Rascals Review,Mediocre,5
"WIIU, NS",The Legend Of Zelda: Breath Of The Wild Review,Essential,1
NS,Super Bomberman R Review,Good,7
"NS, NS",1-2-Switch Review,Fair,6
"PS4, NS",Skylanders Imaginators Review,Good,7
3DS,Story of Seasons: Trio of Towns Review,Good,7
"PC, PS4, XONE",Ride 2 Review,Poor,4
"PS4, PC, VITA",Berserk And The Band Of The Hawk Review,Mediocre,5
PS4,Psychonauts In The Rhombus Of Ruin Review,Fair,6
PC,Diluvion Review,Mediocre,5
XONE,Halo Wars 2 Review,Fair,6
PS4,Divide Review,Mediocre,5
"PC, XONE, PS4",Sniper Elite 4 Review,Great,8
IOS,Fire Emblem Heroes Review,Fair,6
3DS,Poochy and Yoshi’s Woolly World Review,Good,7
"PS4, PS4",Nioh Review,Superb,9
PC,"Warhammer 40,000: Sanctus Reach Review",Poor,4
PC,Double Dragon 4 Review,Mediocre,5
PC,Beholder Review,Mediocre,5
PS4,Linelight Review,Good,7
PS4,Dynasty Warriors: Godseekers Review,Mediocre,5
PC,Urban Empire Review,Fair,6
PC,Tropico 4 Review,Good,7
PS4,Kingdom Hearts HD 2.8: Final Chapter Prologue Review,Good,7
"XONE, PC, PS4",Resident Evil 7: Biohazard Review,Great,8
PS4,Tales of Berseria Review,Good,7
PS4,Yakuza 0 Review,Great,8
PS4,Gravity Rush 2 Review,Superb,9
PS4,Wild Guns Reloaded Review,Great,8
PC,Chronos Review,Great,8
PS4,Shantae: Half-Genie Hero Review,Great,8
PC,Space Hulk: Deathwing Review,Poor,4
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 2: Ties That Bind Part Two Review,Great,8
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 1: Ties That Bind Part One Review,Superb,9
PC,Shadow Tactics: Blades of the Shogun Review,Great,8
PC,Werewolves Within Review,Good,7
3DS,Dragon Ball Fusions Review,Fair,6
XONE,Steep Review,Good,7
"PS4, PC",I Expect You to Die Review,Great,8
IOS,Super Mario Run Review,Good,7
PS4,Killing Floor 2 Review,Great,8
PS4,Sword Art Online: Hollow Realization Review,Mediocre,5
PC,Silence Review,Good,7
PC,Cities: Skylines - Natural Disasters Review,Good,7
PC,Planet Coaster Review,Superb,9
PS4,Robinson: The Journey Review,Good,7
PS4,The Last Guardian Review,Superb,9
XONE,Dead Rising 4 Review,Good,7
PC,Orwell Review,Great,8
PS4,Final Fantasy 15 Review,Great,8
PS4,Watch Dogs 2 Review,Great,8
"PS4, XONE",Hitman Review,Great,8
PS4,Overcooked Review,Great,8
PS4,Hitman Episode One Review,Good,7
PS4,Hitman Episode Two Review,Good,7
PC,Football Manager 2017 Review,Good,7
X360,Doom Review,Good,7
"3DS, 3DS",Pokemon Sun and Moon Review,Great,8
PS4,Here They Lie Review,Great,8
PS4,Dragon Ball: Xenoverse 2 Review,Good,7
PS4,Dishonored 2 Review,Great,8
PC,Tyranny Review,Great,8
"PC, XONE, PS4",Call of Duty: Infinite Warfare Review,Great,8
PC,Skyshine's Bedlam Review,Fair,6
"PC, PS4",Firewatch Review,Good,7
